支付宝	ZF0001
山东莒南村镇银行	CZ0985
山东莱山齐丰村镇银行	CZ0986
山东兰陵村镇银行	CZ0987
山东历城圆融村镇银行	CZ0988
山东利津舜丰村镇银行	CZ0989
山东梁山民丰村镇银行	CZ0990
山东临朐聚丰村镇银行	CZ0991
山东临淄汇金村镇银行	CZ0992
山东蒙阴齐丰村镇银行	CZ0993
山东平邑汉源村镇银行	CZ0994
山东荣成汇丰村镇银行	CZ0995
山东商河汇金村镇银行	CZ0996
山东泗水齐丰村镇银行	CZ0997
山东郯城汉源村镇银行	CZ0998
山东滕州建信村镇银行	CZ0999
山东文登建信村镇银行	CZ1000
山东新泰齐丰村镇银行	CZ1001
山东沂南蓝海村镇银行	CZ1002
山东沾化青云村镇银行	CZ1003
山东招远建信村镇银行	CZ1004
山东芝罘齐丰村镇银行	CZ1005
山东周村青隆村镇银行	CZ1006
山东诸城建信村镇银行	CZ1007
山东邹城建信村镇银行	CZ1008
山东邹平青隆村镇银行	CZ1009
山阴县太行村镇银行	CZ1010
陕西安塞建信村镇银行	CZ1011
陕西富平汇发村镇银行	CZ1012
陕西汉中南郑汇发村镇银行	CZ1013
陕西户县海丝村镇银行	CZ1014
陕西临潼海丝村镇银行	CZ1015
陕西陇县长银村镇银行	CZ1016
陕西洛南阳光村镇银行	CZ1017
陕西岐山长银村镇银行	CZ1018
陕西三原海丝村镇银行	CZ1019
陕西商南聚利村镇银行	CZ1020
陕西太白长银村镇银行	CZ1021
陕西吴起汇发村镇银行	CZ1022
陕西咸阳渭城汇发村镇银行	CZ1023
陕西榆林横山汇发村镇银行	CZ1024
陕西周至农科村镇银行	CZ1025
汕头潮阳融和村镇银行	CZ1026
汕头龙湖长江村镇银行	CZ1027
鄯善中成村镇银行	CZ1028
上蔡惠民村镇银行	CZ1029
上海宝山富民村镇银行	CZ1030
上海宝山扬子村镇银行	CZ1031
上海崇明沪农商村镇银行	CZ1032
上海奉贤浦发村镇银行	CZ1033
上海嘉定洪都村镇银行	CZ1034
上海嘉定民生村镇银行	CZ1035
上海金山惠民村镇银行	CZ1036
上海闵行上银村镇银行	CZ1037
上海浦东恒通村镇银行	CZ1038
上海浦东建信村镇银行	CZ1039
上海浦东江南村镇银行	CZ1040
上海青浦刺桐红村镇银行	CZ1041
上海松江富明村镇银行	CZ1042
上海松江民生村镇银行	CZ1043
上杭中成村镇银行	CZ1044
上饶中银富登村镇银行	CZ1045
尚志惠鑫村镇银行	CZ1046
韶山光大村镇银行	CZ1047
邵武刺桐红村镇银行	CZ1048
涉县齐鲁村镇银行	CZ1049
莘县青隆村镇银行	CZ1050
深泽利丰村镇银行	CZ1051
深圳宝安桂银村镇银行	CZ1052
深圳宝安融兴村镇银行	CZ1053
深圳福田银座村镇银行	CZ1054
深圳光明沪农商村镇银行	CZ1055
深圳龙岗鼎业村镇银行	CZ1056
深圳龙岗中银富登村镇银行	CZ1057
深圳龙华新华村镇银行	CZ1058
深圳罗湖蓝海村镇银行	CZ1059
深圳南山宝生村镇银行	CZ1060
深圳坪山珠江村镇银行	CZ1061
深州丰源村镇银行	CZ1062
什邡市思源村镇银行	CZ1063
什邡思源村镇银行	CZ1064
神池县河东村镇银行	CZ1065
神农架楚农商村镇银行	CZ1066
沈丘中银富登村镇银行	CZ1067
沈阳法库富民村镇银行	CZ1068
沈阳康平抚银村镇银行	CZ1069
沈阳辽中富民村镇银行	CZ1070
沈阳沈北富民村镇银行	CZ1071
沈阳新民富民村镇银行	CZ1072
沈阳于洪永安村镇银行	CZ1073
师宗兴福村镇银行	CZ1074
施秉金鼎村镇银行	CZ1075
石河子国民村镇银行	CZ1076
石家庄栾城齐鲁村镇银行	CZ1077
石家庄新华恒升村镇银行	CZ1078
石门沪农商村镇银行	CZ1079
石阡长征村镇银行	CZ1080
石首楚农商村镇银行	CZ1081
石柱中银富登村镇银行	CZ1082
石嘴山市大武口石银村镇银行	CZ1083
始兴大众村镇银行	CZ1084
寿光张农商村镇银行	CZ1085
寿宁刺桐红村镇银行	CZ1086
寿阳县汇都村镇银行	CZ1087
舒兰吉银村镇银行	CZ1088
双城惠民村镇银行	CZ1089
双峰沪农商村镇银行	CZ1090
双辽吉银村镇银行	CZ1091
水城蒙银村镇银行	CZ1092
朔州市朔城区蒙银村镇银行	CZ1093
思南长征村镇银行	CZ1094
四川北川羌族富民村镇银行	CZ1095
四川北川羌族自治县富民村镇银行	CZ1096
四川成都龙泉驿稠州村镇银行	CZ1097
四川成都蒲江民富村镇银行	CZ1098
四川大竹渝农商村镇银行	CZ1099
四川江油华夏村镇银行	CZ1100
四川名山锦程村镇银行	CZ1101
四川仪陇惠民村镇银行	CZ1102
四平辽河蛟银村镇银行	CZ1103
四平铁东德丰村镇银行	CZ1104
四平铁西敦银村镇银行	CZ1105
四子王蒙银村镇银行	CZ1106
松桃长征村镇银行	CZ1107
松原宁江惠民村镇银行	CZ1108
松滋中银富登村镇银行	CZ1109
嵩明沪农商村镇银行	CZ1110
嵩县兴福村镇银行	CZ1111
苏州常熟建信村镇银行	CZ1112
苏州吴中珠江村镇银行	CZ1113
宿迁宿城兴福村镇银行	CZ1114
睢宁中银富登村镇银行	CZ1115
睢县德商村镇银行	CZ1116
绥阳黔北村镇银行	CZ1117
绥中长丰村镇银行	CZ1118
随县楚农商村镇银行	CZ1119
遂川洪都村镇银行	CZ1120
遂宁安居融兴村镇银行	CZ1121
遂平中原村镇银行	CZ1122
塔城津汇村镇银行	CZ1123
塔城昆仑村镇银行	CZ1124
台江富民村镇银行	CZ1125
台前德商村镇银行	CZ1126
太仓民生村镇银行	CZ1127
太谷县兴泰村镇银行	CZ1128
太和中银富登村镇银行	CZ1129
太仆寺旗鑫源村镇银行	CZ1130
太原市尖草坪区信都村镇银行	CZ1131
泰安沪农商村镇银行	CZ1132
泰和中银富登村镇银行	CZ1133
泰州高港兴福村镇银行	CZ1134
泰州姜堰锡州村镇银行	CZ1135
汤阴兴福村镇银行	CZ1136
唐山市丰南舜丰村镇银行	CZ1137
唐山市开平汇金村镇银行	CZ1138
唐县汇泽村镇银行	CZ1139
洮南惠民村镇银行	CZ1140
腾冲民生村镇银行	CZ1141
天津宝坻浦发村镇银行	CZ1142
天津滨海德商村镇银行	CZ1143
天津滨海惠民村镇银行	CZ1144
天津滨海江淮村镇银行	CZ1145
天津滨海扬子村镇银行	CZ1146
天津华明村镇银行	CZ1147
天津津南村镇银行	CZ1148
天津静海新华村镇银行	CZ1149
天津宁河村镇银行	CZ1150
天津市北辰村镇银行	CZ1151
天津市蓟州村镇银行	CZ1152
天津武清村镇银行	CZ1153
天津西青中银富登村镇银行	CZ1154
天水麦积融兴村镇银行	CZ1155
天水秦州长银村镇银行	CZ1156
天水市秦安众信村镇银行	CZ1157
天长民生村镇银行	CZ1158
天镇县河东村镇银行	CZ1159
田东北部湾村镇银行	CZ1160
田阳兴阳村镇银行	CZ1161
铁岭农商村镇银行	CZ1162
铁岭新星村镇银行	CZ1163
铁门关津汇村镇银行	CZ1164
通城惠民村镇银行	CZ1165
通化东昌榆银村镇银行	CZ1166
通化二道江瑞丰村镇银行	CZ1167
通化融达村镇银行	CZ1168
通辽金谷村镇银行	CZ1169
通山楚农商村镇银行	CZ1170
通许融信村镇银行	CZ1171
通榆农商村镇银行	CZ1172
桐梓中银富登村镇银行	CZ1173
铜川耀州新华村镇银行	CZ1174
铜川印台恒通村镇银行	CZ1175
铜鼓九银村镇银行	CZ1176
铜仁丰源村镇银行	CZ1177
铜仁万山长征村镇银行	CZ1178
潼南民生村镇银行	CZ1179
突泉蒙银村镇银行	CZ1180
图们敦银村镇银行	CZ1181
土默特右旗蒙银村镇银行	CZ1182
土默特左旗金谷村镇银行	CZ1183
团风楚农商村镇银行	CZ1184
屯留县三禾村镇银行	CZ1185
瓦房店长兴村镇银行	CZ1186
万安洪都村镇银行	CZ1187
万年黄河村镇银行	CZ1188
万宁国民村镇银行	CZ1189
万荣县汇民村镇银行	CZ1190
万州中银富登村镇银行	CZ1191
汪清和润村镇银行	CZ1192
望都中成村镇银行	CZ1193
望江新华村镇银行	CZ1194
望谟富民村镇银行	CZ1195
威海富民村镇银行	CZ1196
威宁富民村镇银行	CZ1197
微山北海村镇银行	CZ1198
围场满族蒙古族自治县华商村镇银行	CZ1199
潍坊市寒亭区蒙银村镇银行	CZ1200
潍坊市奎文区中成村镇银行	CZ1201
潍坊市潍城区北海村镇银行	CZ1202
卫辉富民村镇银行	CZ1203
尉犁达西冀银村镇银行	CZ1204
尉氏合益村镇银行	CZ1205
蔚县银泰村镇银行	CZ1206
魏县齐鲁村镇银行	CZ1207
温县齐鲁村镇银行	CZ1208
文安县惠民村镇银行	CZ1209
文昌大众村镇银行	CZ1210
文山富宁长江村镇银行	CZ1211
文山广南长江村镇银行	CZ1212
文山马关长江村镇银行	CZ1213
文山民丰村镇银行	CZ1214
文山丘北长江村镇银行	CZ1215
文山砚山长江村镇银行	CZ1216
文水县润都村镇银行	CZ1217
闻喜县晋融村镇银行	CZ1218
汶上中银富登村镇银行	CZ1219
翁牛特立农村镇银行	CZ1220
瓮安富民村镇银行	CZ1221
乌海千里山河套村镇银行	CZ1222
乌海市海勃湾黄河村镇银行	CZ1223
乌海市乌拉特村镇银行	CZ1224
乌拉特前旗大众村镇银行	CZ1225
乌拉特中旗蒙银村镇银行	CZ1226
乌兰察布市集宁包商村镇银行	CZ1227
乌鲁木齐米东浦发村镇银行	CZ1228
乌鲁木齐县利丰村镇银行	CZ1229
乌审旗包商村镇银行	CZ1230
乌苏利丰村镇银行	CZ1231
巫山中银富登村镇银行	CZ1232
无棣中成村镇银行	CZ1233
无为徽银村镇银行	CZ1234
无锡滨湖兴福村镇银行	CZ1235
芜湖泰寿村镇银行	CZ1236
芜湖圆融村镇银行	CZ1237
吴江中银富登村镇银行	CZ1238
吴桥融信村镇银行	CZ1239
吴忠市滨河村镇银行	CZ1240
五常惠民村镇银行	CZ1241
五大连池惠丰村镇银行	CZ1242
五峰金谷村镇银行	CZ1243
五华惠民村镇银行	CZ1244
五家渠国民村镇银行	CZ1245
五莲中银富登村镇银行	CZ1246
五台莱商村镇银行	CZ1247
五原蒙银村镇银行	CZ1248
武安村镇银行	CZ1249
武城圆融村镇银行	CZ1250
武川立农村镇银行	CZ1251
武定兴福村镇银行	CZ1252
武冈包商村镇银行	CZ1253
武汉东西湖扬子村镇银行	CZ1254
武汉江夏民生村镇银行	CZ1255
武隆融兴村镇银行	CZ1256
武宁恒通村镇银行	CZ1257
武强家银村镇银行	CZ1258
武胜中银富登村镇银行	CZ1259
武乡县泽都村镇银行	CZ1260
武穴中银富登村镇银行	CZ1261
武夷山本富村镇银行	CZ1262
武邑邢农商村镇银行	CZ1263
武陟射阳村镇银行	CZ1264
舞阳玉川村镇银行	CZ1265
务川中银富登村镇银行	CZ1266
西安高陵阳光村镇银行	CZ1267
西安雁塔恒通村镇银行	CZ1268
西安长安新华村镇银行	CZ1269
西藏堆龙民泰村镇银行	CZ1270
西昌金信村镇银行	CZ1271
西丰鹿城村镇银行	CZ1272
西平财富村镇银行	CZ1273
西双版纳勐海长江村镇银行	CZ1274
西双版纳勐腊长江村镇银行	CZ1275
西乌珠穆沁包商惠丰村镇银行	CZ1276
息烽包商黔隆村镇银行	CZ1277
浠水楚农商村镇银行	CZ1278
习水中银富登村镇银行	CZ1279
隰县新田村镇银行	CZ1280
峡江洪都村镇银行	CZ1281
霞浦刺桐红村镇银行	CZ1282
夏津胶东村镇银行	CZ1283
夏县河东村镇银行	CZ1284
献县融和村镇银行	CZ1285
香河益民村镇银行	CZ1286
湘西长行村镇银行	CZ1287
湘乡市村镇银行	CZ1288
襄城汇浦村镇银行	CZ1289
襄汾县万都村镇银行	CZ1290
襄垣县融汇村镇银行	CZ1291
响水中银富登村镇银行	CZ1292
项城中银富登村镇银行	CZ1293
象山国民村镇银行	CZ1294
象山中银富登村镇银行	CZ1295
孝昌本富村镇银行	CZ1296
辛集齐鲁村镇银行	CZ1297
忻州市忻府区秀都村镇银行	CZ1298
新安融兴村镇银行	CZ1299
新都桂城村镇银行	CZ1300
新干中银富登村镇银行	CZ1301
新疆建新成功村镇银行	CZ1302
新疆库尔勒富民村镇银行	CZ1303
新疆绿洲国民村镇银行	CZ1304
新疆石河子交银村镇银行	CZ1305
新疆石河子市交银村镇银行	CZ1306
新绛县新田村镇银行	CZ1307
新津珠江村镇银行	CZ1308
新密郑银村镇银行	CZ1309
新余孔目江成功村镇银行	CZ1310
新余渝水湘淮村镇银行	CZ1311
新郑郑银村镇银行	CZ1312
信阳平桥中原村镇银行	CZ1313
信阳珠江村镇银行	CZ1314
邢台县邢农商村镇银行	CZ1315
行唐利丰村镇银行	CZ1316
荥阳利丰村镇银行	CZ1317
兴安盟科尔沁包商村镇银行	CZ1318
兴城长兴村镇银行	CZ1319
兴和包商村镇银行	CZ1320
兴化苏南村镇银行	CZ1321
兴宁珠江村镇银行	CZ1322
兴平中银富登村镇银行	CZ1323
兴仁振兴村镇银行	CZ1324
兴山本富村镇银行	CZ1325
兴县汇泽村镇银行	CZ1326
兴义万丰村镇银行	CZ1327
雄县丰源村镇银行	CZ1328
修水九银村镇银行	CZ1329
修文江海村镇银行	CZ1330
许昌新浦村镇银行	CZ1331
宣汉诚民村镇银行	CZ1332
宣化中成村镇银行	CZ1333
旬邑中银富登村镇银行	CZ1334
寻甸中成村镇银行	CZ1335
雅安雨城惠民村镇银行	CZ1336
烟台福山珠江村镇银行	CZ1337
鄢陵郑银村镇银行	CZ1338
延吉和润村镇银行	CZ1339
延寿融兴村镇银行	CZ1340
沿河长征村镇银行	CZ1341
盐城滨海兴福村镇银行	CZ1342
兖州中成村镇银行	CZ1343
偃师融兴村镇银行	CZ1344
扬中恒丰村镇银行	CZ1345
扬州高邮兴福村镇银行	CZ1346
扬州广陵中成村镇银行	CZ1347
阳城县三禾村镇银行	CZ1348
阳高县兴都村镇银行	CZ1349
阳谷沪农商村镇银行	CZ1350
阳江阳春长江村镇银行	CZ1351
阳曲县汇民村镇银行	CZ1352
阳新汉银村镇银行	CZ1353
阳信河海村镇银行	CZ1354
伊川齐鲁村镇银行	CZ1355
伊金霍洛金谷村镇银行	CZ1356
伊金霍洛六菱村镇银行	CZ1357
伊犁国民村镇银行	CZ1358
伊通榆银村镇银行	CZ1359
依安润生村镇银行	CZ1360
依兰惠鑫村镇银行	CZ1361
沂水中银富登村镇银行	CZ1362
沂源博商村镇银行	CZ1363
宜宾兴宜村镇银行	CZ1364
宜昌夷陵兴福村镇银行	CZ1365
宜城中银富登村镇银行	CZ1366
宜都民生村镇银行	CZ1367
宜丰中银富登村镇银行	CZ1368
宜黄抚商村镇银行	CZ1369
宜兴阳羡村镇银行	CZ1370
宜阳兴福村镇银行	CZ1371
宜章长行村镇银行	CZ1372
宜州深通村镇银行	CZ1373
弋阳蓝海村镇银行	CZ1374
易门兴福村镇银行	CZ1375
银川掌政石银村镇银行	CZ1376
印江长征村镇银行	CZ1377
应城融兴村镇银行	CZ1378
应县金都村镇银行	CZ1379
鹰潭月湖恒通村镇银行	CZ1380
营口宏诚村镇银行	CZ1381
颍上中银富登村镇银行	CZ1382
永城齐鲁村镇银行	CZ1383
永丰洪都村镇银行	CZ1384
永吉吉庆村镇银行	CZ1385
永济市三禾村镇银行	CZ1386
永靖县金城村镇银行	CZ1387
永清吉银村镇银行	CZ1388
永寿中银富登村镇银行	CZ1389
永新庐陵村镇银行	CZ1390
永兴沪农商村镇银行	CZ1391
永修浔银村镇银行	CZ1392
右玉县长青村镇银行	CZ1393
余干恒通村镇银行	CZ1394
余庆中银富登村镇银行	CZ1395
余姚通济村镇银行	CZ1396
盂县汇民村镇银行	CZ1397
鱼台青隆村镇银行	CZ1398
榆林榆阳民生村镇银行	CZ1399
榆树融兴村镇银行	CZ1400
榆中浦发村镇银行	CZ1401
虞城通商村镇银行	CZ1402
禹城胶东村镇银行	CZ1403
禹州新民生村镇银行	CZ1404
玉屏长征村镇银行	CZ1405
玉山三清山村镇银行	CZ1406
玉田大商村镇银行	CZ1407
玉溪澄江中成村镇银行	CZ1408
玉溪红塔区兴和村镇银行	CZ1409
豫丰村镇银行	CZ1410
元谋兴福村镇银行	CZ1411
元氏信融村镇银行	CZ1412
沅江浦发村镇银行	CZ1413
垣曲县河东村镇银行	CZ1414
原平市汇民村镇银行	CZ1415
远安金谷村镇银行	CZ1416
岳池中银富登村镇银行	CZ1417
云安惠民村镇银行	CZ1418
云浮新兴东盈村镇银行	CZ1419
云梦楚农商村镇银行	CZ1420
云南安宁稠州村镇银行	CZ1421
云南大理渝农商村镇银行	CZ1422
云南鹤庆渝农商村镇银行	CZ1423
云南马龙北银村镇银行	CZ1424
云南石屏北银村镇银行	CZ1425
云南西山北银村镇银行	CZ1426
云南西山渝农商村镇银行	CZ1427
云南香格里拉渝农商村镇银行	CZ1428
云南祥云渝农商村镇银行	CZ1429
云南新平北银村镇银行	CZ1430
云南元江北银村镇银行	CZ1431
云霄润发村镇银行	CZ1432
郧西楚农商村镇银行	CZ1433
郧县楚农商村镇银行	CZ1434
筠连中成村镇银行	CZ1435
郓城北海村镇银行	CZ1436
枣强丰源村镇银行	CZ1437
枣阳中银富登村镇银行	CZ1438
泽州浦发村镇银行	CZ1439
扎赉特蒙银村镇银行	CZ1440
扎兰屯蒙银村镇银行	CZ1441
湛江廉江长江村镇银行	CZ1442
张北信达村镇银行	CZ1443
张家口万全家银村镇银行	CZ1444
张家口宣化家银村镇银行	CZ1445
章丘齐鲁村镇银行	CZ1446
漳浦民生村镇银行	CZ1447
樟树顺银村镇银行	CZ1448
长白榆银村镇银行	CZ1449
长春朝阳和润村镇银行	CZ1450
长春二道农商村镇银行	CZ1451
长春高新惠民村镇银行	CZ1452
长春经开融丰村镇银行	CZ1453
长春净月榆银村镇银行	CZ1454
长春宽城融汇村镇银行	CZ1455
长春绿园融泰村镇银行	CZ1456
长春南关惠民村镇银行	CZ1457
长春双阳吉银村镇银行	CZ1458
长葛轩辕村镇银行	CZ1459
长岭蛟银村镇银行	CZ1460
长宁中成村镇银行	CZ1461
长沙星沙沪农商村镇银行	CZ1462
长顺富民村镇银行	CZ1463
长汀汀州红村镇银行	CZ1464
长武中银富登村镇银行	CZ1465
长阳兴福村镇银行	CZ1466
长垣民生村镇银行	CZ1467
长治县泰都村镇银行	CZ1468
长子县融汇村镇银行	CZ1469
昭通昭阳富滇村镇银行	CZ1470
柘城黄淮村镇银行	CZ1471
柘荣刺桐红村镇银行	CZ1472
浙江安吉交银村镇银行	CZ1473
浙江苍南建信村镇银行	CZ1474
浙江常山联合村镇银行	CZ1475
浙江淳安建信村镇银行	CZ1476
浙江岱山稠州村镇银行	CZ1477
浙江德清湖商村镇银行	CZ1478
浙江定海德商村镇银行	CZ1479
浙江东阳富民村镇银行	CZ1480
浙江洞头富民村镇银行	CZ1481
浙江富阳恒通村镇银行	CZ1482
浙江海宁德商村镇银行	CZ1483
浙江海盐湖商村镇银行	CZ1484
浙江嘉善联合村镇银行	CZ1485
浙江建德湖商村镇银行	CZ1486
浙江江山建信村镇银行	CZ1487
浙江缙云联合村镇银行	CZ1488
浙江景宁银座村镇银行	CZ1489
浙江柯桥联合村镇银行	CZ1490
浙江兰溪越商村镇银行	CZ1491
浙江乐清联合村镇银行	CZ1492
浙江丽水莲都建信村镇银行	CZ1493
浙江临安中信村镇银行	CZ1494
浙江临海湖商村镇银行	CZ1495
浙江龙泉民泰村镇银行	CZ1496
浙江龙游义商村镇银行	CZ1497
浙江磐安婺商村镇银行	CZ1498
浙江平湖工银村镇银行	CZ1499
浙江平阳浦发村镇银行	CZ1500
浙江浦江嘉银村镇银行	CZ1501
浙江青田建信华侨村镇银行	CZ1502
浙江庆元泰隆村镇银行	CZ1503
浙江衢州衢江上银村镇银行	CZ1504
浙江瑞安湖商村镇银行	CZ1505
浙江三门银座村镇银行	CZ1506
浙江上虞富民村镇银行	CZ1507
浙江嵊州瑞丰村镇银行	CZ1508
浙江松阳恒通村镇银行	CZ1509
浙江遂昌富民村镇银行	CZ1510
浙江台州黄岩恒升村镇银行	CZ1511
浙江台州路桥富民村镇银行	CZ1512
浙江泰顺温银村镇银行	CZ1513
浙江天台民生村镇银行	CZ1514
浙江桐庐恒丰村镇银行	CZ1515
浙江桐乡民泰村镇银行	CZ1516
浙江温岭联合村镇银行	CZ1517
浙江文成北银村镇银行	CZ1518
浙江武义建信村镇银行	CZ1519
浙江仙居富民村镇银行	CZ1520
浙江萧山湖商村镇银行	CZ1521
浙江新昌浦发村镇银行	CZ1522
浙江秀洲德商村镇银行	CZ1523
浙江义乌联合村镇银行	CZ1524
浙江永嘉恒升村镇银行	CZ1525
浙江余杭德商村镇银行	CZ1526
浙江玉环永兴村镇银行	CZ1527
浙江云和联合村镇银行	CZ1528
浙江长兴联合村镇银行	CZ1529
浙江舟山普陀稠州村镇银行	CZ1530
浙江诸暨联合村镇银行	CZ1531
贞丰兴贞村镇银行	CZ1532
镇江润州长江村镇银行	CZ1533
镇赉中银富登村镇银行	CZ1534
镇宁汇商村镇银行	CZ1535
正安中银富登村镇银行	CZ1536
正定恒升村镇银行	CZ1537
正蓝旗汇泽村镇银行	CZ1538
正阳玉川村镇银行	CZ1539
郑州金水厦农商村镇银行	CZ1540
郑州珠江村镇银行	CZ1541
枝江汉银村镇银行	CZ1542
织金惠民村镇银行	CZ1543
志丹民生村镇银行	CZ1544
中江融兴村镇银行	CZ1545
中牟郑银村镇银行	CZ1546
中山东凤珠江村镇银行	CZ1547
中山古镇南粤村镇银行	CZ1548
中山小榄村镇银行	CZ1549
中卫香山村镇银行	CZ1550
中阳县太行村镇银行	CZ1551
钟祥民生村镇银行	CZ1552
重庆巴南浦发村镇银行	CZ1553
重庆北碚稠州村镇银行	CZ1554
重庆璧山工银村镇银行	CZ1555
重庆城口中银富登村镇银行	CZ1556
重庆大足汇丰村镇银行	CZ1557
重庆垫江中银富登村镇银行	CZ1558
重庆丰都汇丰村镇银行	CZ1559
重庆涪陵中银富登村镇银行	CZ1560
重庆江北恒丰村镇银行	CZ1561
重庆江津石银村镇银行	CZ1562
重庆九龙坡民泰村镇银行	CZ1563
重庆梁平澳新村镇银行	CZ1564
重庆南岸中银富登村镇银行	CZ1565
重庆南川石银村镇银行	CZ1566
重庆彭水民泰村镇银行	CZ1567
重庆黔江银座村镇银行	CZ1568
重庆荣昌汇丰村镇银行	CZ1569
重庆市大渡口融兴村镇银行	CZ1570
重庆市沙坪坝融兴村镇银行	CZ1571
重庆市武隆融兴村镇银行	CZ1572
重庆市酉阳融兴村镇银行	CZ1573
重庆铜梁浦发村镇银行	CZ1574
重庆万州建信村镇银行	CZ1575
重庆巫溪中银富登村镇银行	CZ1576
重庆秀山北银村镇银行	CZ1577
重庆永川北银村镇银行	CZ1578
重庆渝北银座村镇银行	CZ1579
重庆云阳恒丰村镇银行	CZ1580
重庆长寿中银富登村镇银行	CZ1581
重庆忠县稠州村镇银行	CZ1582
周宁刺桐红村镇银行	CZ1583
珠海横琴村镇银行	CZ1584
珠海南屏村镇银行	CZ1585
株洲县融兴村镇银行	CZ1586
竹山楚农商村镇银行	CZ1587
竹溪楚农商村镇银行	CZ1588
庄河汇通村镇银行	CZ1589
准格尔旗包商村镇银行	CZ1590
涿鹿利丰村镇银行	CZ1591
涿州中成村镇银行	CZ1592
卓资蒙银村镇银行	CZ1593
资溪九银村镇银行	CZ1594
资兴浦发村镇银行	CZ1595
资阳民生村镇银行	CZ1596
淄博博山北海村镇银行	CZ1597
淄博淄川北海村镇银行	CZ1598
秭归兴福村镇银行	CZ1599
紫云富民村镇银行	CZ1600
自贡中成村镇银行	CZ1601
邹平浦发村镇银行	CZ1602
遵化融和村镇银行	CZ1603
遵义播州汇隆村镇银行	CZ1604
遵义红花岗富民村镇银行	CZ1605
遵义汇川黔兴村镇银行	CZ1606
遵义新蒲长征村镇银行	CZ1607
左云县长青村镇银行	CZ1608
奥地利中央合作银行	WZ0001
澳新银行	WZ0002
比利时联合银行	WZ0003
大华银行	WZ0004
大新银行	WZ0005
德富泰银行	WZ0006
德国北德意志州银行	WZ0007
德国商业银行	WZ0008
德意志银行	WZ0009
德州银行	WZ0010
东亚银行	WZ0011
法国巴黎银行	WZ0012
法国里昂信贷银行	WZ0013
法国外贸银行	WZ0014
法国兴业银行	WZ0015
丰业银行	WZ0016
韩国产业银行	WZ0017
韩国企业银行	WZ0018
韩亚银行	WZ0019
荷兰合作银行（中国）	WZ0020
荷兰商业银行	WZ0021
恒生银行	WZ0022
花旗银行	WZ0023
华侨银行	WZ0024
汇丰银行（中国）	WZ0025
马来亚银行	WZ0026
美国银行	WZ0027
蒙特利尔银行	WZ0028
摩根大通银行	WZ0029
南洋商业银行	WZ0030
瑞典北欧斯安银行	WZ0031
瑞典商业银行	WZ0032
瑞典银行	WZ0033
瑞士信贷第一波士顿银行	WZ0034
瑞士银行(中国)	WZ0035
瑞穗银行	WZ0036
三井住友银行	WZ0037
三菱东京日联银行	WZ0038
桑坦德银行	WZ0039
山口银行	WZ0040
新韩银行	WZ0041
星展银行（国际）	WZ0042
亚洲商业银行	WZ0043
意大利联合商业银行	WZ0044
意大利裕信银行	WZ0045
英国巴克莱银行	WZ0046
友利银行	WZ0047
玉山银行	WZ0048
渣打银行	WZ0049
中信银行（国际）	WZ0050
中央国债登记结算公司	LH0001
中国银行间外汇交易中心	LH0002
中国人民银行会计营业部门	LH0003
中国人民银行公开市场操作室	LH0004
银行间市场清算所	LH0005
电子联行转换中心	LH0006
上海票据交易所	LH0007
首都银行及信托公司	LH0008
中国银联	LH0009
国泰君安证券	LH0010
网联	LH0011
城市商业银行资金清算中心	LH0012
中国进出口银行	ZC0001
中国农业发展银行	ZC0002
国家开发银行	ZC0003
